year,district,constituency,enp
2019,Neno,Neno North,4.85623349661794
2019,Neno,Neno South,4.118388112906378
2019,Nkhatabay,Nkhatabay Central,2.349782716841192
2019,Nkhatabay,Nkhatabay North,2.171667270419637
2019,Nkhatabay,Nkhatabay North West,6.461931354412491
2019,Nkhatabay,Nkhatabay South,4.462258098319995
2019,Nkhatabay,Nkhatabay South East,3.9175079391877374
2019,Nkhatabay,Nkhatabay West,2.7154422724156584
2019,Nkhotakota,Nkhotakota Central,4.463695061840206
2019,Nkhotakota,Nkhotakota North,3.5589647445450394
2019,Nkhotakota,Nkhotakota North East,3.947882654379021
2019,Nkhotakota,Nkhotakota South,2.634658916857626
2019,Nkhotakota,Nkhotakota South East,4.117194646389116
2019,Nsanje,Nsanje Central,2.288620089781728
2019,Nsanje,Nsanje Lalanje,2.5985994930095
2019,Nsanje,Nsanje North,2.1872109417274963
2019,Nsanje,Nsanje South,2.8983895305170613
2019,Nsanje,Nsanje South West,2.484166166165695
2019,Ntcheu,Ntcheu Bwanje North,7.064710278560396
2019,Ntcheu,Ntcheu Bwanje South,4.7306388346755845
2019,Ntcheu,Ntcheu Central,5.526381400231849
2019,Ntcheu,Ntcheu North,2.8180634179371498
2019,Ntcheu,Ntcheu North East,3.2090671550889547
2019,Ntcheu,Ntcheu South,4.284193727564623
2019,Ntcheu,Ntcheu West,3.01579701229124
2019,Ntchisi,Ntchisi East,4.0514032191119504
2019,Ntchisi,Ntchisi North,2.5454629169194214
2019,Ntchisi,Ntchisi North East,2.781575222706813
2019,Ntchisi,Ntchisi South,3.866519906198496
2019,Phalombe,Phalombe Central,1.7260483660812296
2019,Phalombe,Phalombe East,1.8748281029058225
2019,Phalombe,Phalombe North,3.6569715835068224
2019,Phalombe,Phalombe North East,3.170004528930898
2019,Phalombe,Phalombe South,2.396909289527915
2019,Rumphi,Rumphi Central,4.20108519566614
2019,Rumphi,Rumphi East,2.6126882329633196
2019,Rumphi,Rumphi North,1.714105763546212
2019,Rumphi,Rumphi West,2.685152630548899
2019,Salima,Salima Central,2.9357215429348535
2019,Salima,Salima North,2.579963100168047
2019,Salima,Salima North West,2.458786089790341
2019,Salima,Salima South,2.3614211081115477
2019,Salima,Salima South East,3.4103141215208046
2019,Thyolo,Thyolo Central,1.3048249163224526
2019,Thyolo,Thyolo East,2.4696927568145655
2019,Thyolo,Thyolo North,3.1742475785851223
2019,Thyolo,Thyolo South (Thekerani),3.9903324277237417
2019,Thyolo,Thyolo South West,2.694945299653324
2019,Thyolo,Thyolo Thava,1.5078412610765881
2019,Thyolo,Thyolo West,3.964491252229671
2019,Zomba,Zomba Central/City,5.175819615692403
2019,Zomba,Zomba Changalume,3.4030862860273707
2019,Zomba,Zomba Chingale,4.827850656050602
2019,Zomba,Zomba Chisi,2.486403847493667
2019,Zomba,Zomba Likangala,2.3313876530311286
2019,Zomba,Zomba Lisanjala,2.2921703276226437
2019,Zomba,Zomba Malosa,3.881587190124748
2019,Zomba,Zomba Nsondole,5.035944218626591
2019,Zomba,Zomba Ntonya,5.846337347662149
2019,Zomba,Zomba Thondwe,3.4006621580447485
