year,district,constituency,wasted_share
1994,Blantyre,Blantyre City South-East,0.18160480349344976
1994,Blantyre,Blantyre City-Central,0.23749131976170457
1994,Blantyre,Blantyre City-East,0.221040750861352
1994,Blantyre,Blantyre City-South,0.3004037241492955
1994,Blantyre,Blantyre City-West,0.21571560681064028
1994,Blantyre,Blantyre North,0.16497838171710932
1994,Blantyre,Blantyre North-East,0.22067142154451547
1994,Blantyre,Blantyre Rural-East,0.2814010853478046
1994,Blantyre,Blantyre South-West,0.3291435875585854
1994,Blantyre,Blantyre West,0.34683924216844875
1994,Chikwawa,Chikwawa Central,0.3797152245345017
1994,Chikwawa,Chikwawa East,0.4647916666666667
1994,Chikwawa,Chikwawa Nkombezi,0.3671114316624594
1994,Chikwawa,Chikwawa North,0.36415094339622645
1994,Chikwawa,Chikwawa South,0.5044129235618597
1994,Chikwawa,Chikwawa West,0.4528165041502136
1994,Chiradzulu,Chiradzulu Central,0.096156013978131
1994,Chiradzulu,Chiradzulu East,0.15229843906630391
1994,Chiradzulu,Chiradzulu North,0.1453105968331303
1994,Chiradzulu,Chiradzulu South,0.1644692737430168
1994,Chiradzulu,Chiradzulu West,0.12328632014991614
1994,Chitipa,Chitipa Central,0.13351151066026845
1994,Chitipa,Chitipa East,0.10266814213697284
1994,Chitipa,Chitipa North,0.2159738439981317
1994,Chitipa,Chitipa South,0.08288313903895361
1994,Chitipa,Chitipa Wenya,0.07112794612794615
1994,Dedza,Dedza Central,0.16120954405858734
1994,Dedza,Dedza Central-East,0.19858295611100174
1994,Dedza,Dedza East,0.3908616836354606
1994,Dedza,Dedza North,0.4115791845010137
1994,Dedza,Dedza North-West,0.07760259420776028
1994,Dedza,Dedza South,0.40368129097327277
1994,Dedza,Dedza South-West,0.1726691751776862
1994,Dedza,Dedza West,0.14380187597003846
1994,Dowa,Dowa Central,0.19121639606068674
1994,Dowa,Dowa East,0.22491349480968859
1994,Dowa,Dowa Ngala,0.195277522232444
1994,Dowa,Dowa North,0.1561256799545344
1994,Dowa,Dowa North-East,0.2637345188948873
1994,Dowa,Dowa South-East,0.2627268234131187
1994,Dowa,Dowa West,0.19278888779430603
1994,Karonga,Karonga Central,0.14962680090262104
1994,Karonga,Karonga North,0.10183026346467705
1994,Karonga,Karonga North-West,0.12821556496255293
1994,Karonga,Karonga Nyungwe,0.11715789473684213
1994,Karonga,Karonga South,0.14244358669833734
1994,Kasungu,Kasungu Central,0.40361754457880716
1994,Kasungu,Kasungu East,0.28753937696884846
1994,Kasungu,Kasungu North,0.2993624227933851
1994,Kasungu,Kasungu North-East,0.16098577734183428
1994,Kasungu,Kasungu North-North-East,0.5118867665246667
1994,Kasungu,Kasungu North-West,0.47502223539875477
1994,Kasungu,Kasungu South,0.14820865254619198
1994,Kasungu,Kasungu South-East,0.28523423601502274
1994,Kasungu,Kasungu West,0.27190701942192996
1994,Lilongwe,Lilongwe Central,0.1746043484691614
1994,Lilongwe,Lilongwe City Central,0.4744636786370209
1994,Lilongwe,Lilongwe City North,0.1504845216997851
1994,Lilongwe,Lilongwe City South,0.43693759071117566
1994,Lilongwe,Lilongwe City West,0.42260581942219233
1994,Lilongwe,Lilongwe East,0.029024878467257653
1994,Lilongwe,Lilongwe Kumachenga,0.2841014742993757
1994,Lilongwe,Lilongwe Mpenu,0.06002506265664165
1994,Lilongwe,Lilongwe Msinja,0.09326622228268266
1994,Lilongwe,Lilongwe Msozi,0.11586010721709639
1994,Lilongwe,Lilongwe North,0.2196058848384742
1994,Lilongwe,Lilongwe North-East,0.12616457606828713
1994,Lilongwe,Lilongwe North-West,0.22964022279090768
1994,Lilongwe,Lilongwe South,0.12879700254248627
1994,Lilongwe,Lilongwe South-East,0.0980023161551824
1994,Lilongwe,Lilongwe South-West,0.2748763297290199
1994,Lilongwe,Lilongwe West,0.16168667969840822
1994,Machinga,Machinga Central,0.08062069770155178
1994,Machinga,Machinga Central-East,0.07709973753280841
1994,Machinga,Machinga East,0.05892080382499909
1994,Machinga,Machinga Likwenu,0.1663825219422871
1994,Machinga,Machinga North,0.12156838479467025
1994,Machinga,Machinga North-East,0.05201116740771383
1994,Machinga,Machinga Riviridzi,0.10063111862048402
1994,Machinga,Machinga South,0.08444928021426179
1994,Machinga,Machinga South-East,0.0369147251752997
1994,Machinga,Machinga West,0.16175182481751826
1994,Mchinji,Mchinji East,0.28448384257512893
1994,Mchinji,Mchinji North,0.28645304721859743
1994,Mchinji,Mchinji North-East,0.20143487858719644
1994,Mchinji,Mchinji South,0.22009473613983588
1994,Mchinji,Mchinji South-West,0.3384733344692452
1994,Mchinji,Mchinji West,0.44658187599364074
1994,Mulanje,Mulanje Bale,0.3337577709534866
1994,Mulanje,Mulanje Central,0.18315734584799892
1994,Mulanje,Mulanje East,0.6042730056876184
1994,Mulanje,Mulanje Limbuli,0.6081722948793025
1994,Mulanje,Mulanje North,0.39494259699129053
1994,Mulanje,Mulanje North-East,0.3849213691026827
1994,Mulanje,Mulanje North-West,0.3004599672565682
1994,Mulanje,Mulanje South,0.43082531524532364
1994,Mulanje,Mulanje South-East,0.4570658786719972
1994,Mulanje,Mulanje South-West,0.19840064783885014
1994,Mulanje,Mulanje West,0.24418391646821758
1994,Mwanza,Mwanza Central,0.26523911491791574
1994,Mwanza,Mwanza East,0.2979960707269155
1994,Mwanza,Mwanza North,0.3785826771653543
1994,Mwanza,Mwanza West,0.30978919311848796
1994,Mzimba,Mzimba Central,0.11983782764472939
1994,Mzimba,Mzimba East,0.1153044969979169
1994,Mzimba,Mzimba Hora,0.07495590828924159
1994,Mzimba,Mzimba Luwerezi,0.12321018207530499
1994,Mzimba,Mzimba North,0.2847565018787298
1994,Mzimba,Mzimba North-East,0.09623675946132959
1994,Mzimba,Mzimba Solora,0.10487123797704001
1994,Mzimba,Mzimba South,0.033205619412515985
1994,Mzimba,Mzimba South-East,0.20445900253592564
1994,Mzimba,Mzimba South-West,0.09810270025254164
1994,Mzimba,Mzimba West,0.2097225515769504
1994,Mzimba,Mzuzu City,0.17099099099099102
1994,Nkhata Bay,Nkhata Bay Central,0.20560216123986919
1994,Nkhata Bay,Nkhata Bay North-West,0.21756796690307334
1994,Nkhata Bay,Nkhata Bay South,0.3130712476599493
1994,Nkhata Bay,Nkhata Bay South-East,0.12436472346786243
1994,Nkhata Bay,Nkhata Bay West,0.22350543478260865
1994,Nkhata Bay,Nkhatabay East,0.45001717622810034
1994,Nkhata Bay,Nkhatabay North,0.38429506246281975
1994,Nkhotakota,Nkhotakota Central,0.46881814217182727
1994,Nkhotakota,Nkhotakota North,0.6641691196146642
1994,Nkhotakota,Nkhotakota North-East,0.6319398152556899
1994,Nkhotakota,Nkhotakota South,0.46254379622935315
1994,Nkhotakota,Nkhotakota South-East,0.3787683152753607
1994,Nsanje,Nsanje Central,0.45972472924187724
1994,Nsanje,Nsanje Lalanje,0.4120603015075377
1994,Nsanje,Nsanje North,0.41006928406466514
1994,Nsanje,Nsanje South,0.4854937697600893
1994,Nsanje,Nsanje South-West,0.4064425770308123
1994,Ntcheu,Mangochi Central,0.14640522875816997
1994,Ntcheu,Mangochi East,0.0793313731895895
1994,Ntcheu,Mangochi Lutende,0.0916005650331414
1994,Ntcheu,Mangochi Masongola,0.08779321339102708
1994,Ntcheu,Mangochi Monkey Bay,0.2574357676243514
1994,Ntcheu,Mangochi North,0.14851689096402088
1994,Ntcheu,Mangochi North-East,0.1779351857481608
1994,Ntcheu,Mangochi South,0.08406483674701593
1994,Ntcheu,Mangochi South-West,0.19193053695623996
1994,Ntcheu,Mangochi West,0.20981842636180226
1994,Ntcheu,Ntcheu Bwanje North,0.25923443550789393
1994,Ntcheu,Ntcheu Bwanje South,0.17294227477827917
1994,Ntcheu,Ntcheu Central,0.2149650509911768
1994,Ntcheu,Ntcheu North,0.46314309152701283
1994,Ntcheu,Ntcheu North-East,0.32090622311442496
1994,Ntcheu,Ntcheu South,0.2834355828220859
1994,Ntcheu,Ntcheu West,0.32983988355167393
1994,Ntchisi,Ntchisi East,0.3341590289819173
1994,Ntchisi,Ntchisi North,0.4821041619965628
1994,Ntchisi,Ntchisi North-East,0.41508982035928144
1994,Ntchisi,Ntchisi South,0.2653461151422064
1994,Rumphi,Rumphi Central,0.1351460492663885
1994,Rumphi,Rumphi East,0.08124743537135826
1994,Rumphi,Rumphi North,0.06796422935297208
1994,Rumphi,Rumphi West,0.1514760147601476
1994,Salima,Salima Central,0.4566505908772963
1994,Salima,Salima North,0.23632743881016516
1994,Salima,Salima North-West,0.34800782639630023
1994,Salima,Salima South,0.432890365448505
1994,Salima,Salima South-East,0.5119058480065688
1994,Thyolo,Thyolo Central,0.2618116985531098
1994,Thyolo,Thyolo East,0.2756650975829058
1994,Thyolo,Thyolo North,0.25677693093423426
1994,Thyolo,Thyolo South,0.3693904677511235
1994,Thyolo,Thyolo South-West,0.2288573811509591
1994,Thyolo,Thyolo Thava,0.2829259048701914
1994,Thyolo,Thyolo West,0.5469040659048632
1994,Zomba,Zomba Central,0.401058140203577
1994,Zomba,Zomba East,0.18078369285572926
1994,Zomba,Zomba North,0.11627212306773205
1994,Zomba,Zomba North-East,0.10738626918601435
1994,Zomba,Zomba North-West,0.2065607974962328
1994,Zomba,Zomba South,0.16664053312426497
1994,Zomba,Zomba South-West,0.15894918936315727
1994,Zomba,Zomba West,0.1716102435104636
1999,Balaka,Balaka Central-East,0.09302267630201844
1999,Balaka,Balaka North,0.13379133270878873
1999,Balaka,Balaka South,0.4077245125033002
1999,Balaka,Balaka West,0.32556701827595536
1999,Balaka,Machinga Central,0.30730381972191145
1999,Balaka,Machinga Central East,0.05711400359066432
1999,Balaka,Machinga East,0.2097906055461234
1999,Balaka,Machinga Likwenu,0.32581296254765646
1999,Balaka,Machinga North-East,0.07645701096364688
1999,Balaka,Machinga South,0.2786978508217446
1999,Balaka,Machinga South-East,0.2344318895166353
1999,Blantyre,Blantyre Bangwe,0.4249486953972442
1999,Blantyre,Blantyre City South-East,0.25707605556319624
1999,Blantyre,Blantyre City-Central,0.438218709763353
1999,Blantyre,Blantyre City-East,0.3184758069436817
1999,Blantyre,Blantyre City-South,0.4292440627101982
1999,Blantyre,Blantyre City-West,0.5361742979812796
1999,Blantyre,Blantyre Kabula,0.30058349903836745
1999,Blantyre,Blantyre Malabada,0.3332310524700829
1999,Blantyre,Blantyre North,0.24336589493115912
1999,Blantyre,Blantyre North-East,0.32384854693072307
1999,Blantyre,Blantyre Rural-East,0.3558870538092701
1999,Blantyre,Blantyre South-West,0.4944603840211874
1999,Blantyre,Blantyre West,0.32949049747732206
1999,Chikwawa,Chikwawa Central,0.4860416454016536
1999,Chikwawa,Chikwawa East,0.3752997130615935
1999,Chikwawa,Chikwawa Mkombezi,0.45535220994475134
1999,Chikwawa,Chikwawa North,0.48845171458072933
1999,Chikwawa,Chikwawa South,0.4561275665480732
1999,Chikwawa,Chikwawa West,0.43604526093877727
1999,Chiradzulu,Chiradzulu Central,0.11647298620853963
1999,Chiradzulu,Chiradzulu East,0.38223249987955865
1999,Chiradzulu,Chiradzulu North,0.22726992920898736
1999,Chiradzulu,Chiradzulu South,0.19824578564674422
1999,Chiradzulu,Chiradzulu West,0.49333124117370153
1999,Chitipa,Chitipa Central,0.3398141775636614
1999,Chitipa,Chitipa East,0.4973554967888175
1999,Chitipa,Chitipa North,0.3106343995724864
1999,Chitipa,Chitipa South,0.08597785977859773
1999,Chitipa,Chitipa Wenya,0.45299145299145294
1999,Dedza,Dedza Central,0.23247536622831666
1999,Dedza,Dedza Central-East,0.2431842966194111
1999,Dedza,Dedza East,0.4455586927595495
1999,Dedza,Dedza North,0.46739660279725526
1999,Dedza,Dedza North-West,0.1808396568789179
1999,Dedza,Dedza South,0.3783630769230769
1999,Dedza,Dedza South-West,0.29362465079431266
1999,Dedza,Dedza West,0.208118590935657
1999,Dowa,Dowa Central,0.31754333532576207
1999,Dowa,Dowa East,0.16737614905299525
1999,Dowa,Dowa Ngala,0.28471503662927855
1999,Dowa,Dowa North,0.27473634316862183
1999,Dowa,Dowa North-East,0.40680550922175096
1999,Dowa,Dowa South-East,0.372692159134801
1999,Dowa,Dowa West,0.3171358236112598
1999,Karonga,Karonga Central,0.23667859160233473
1999,Karonga,Karonga North,0.2506390230048282
1999,Karonga,Karonga North-West,0.302094853945742
1999,Karonga,Karonga Nyungwe,0.21440638918752875
1999,Karonga,Karonga South,0.1920112517580872
1999,Kasungu,Kasungu Central,0.4354508196721312
1999,Kasungu,Kasungu East,0.3197379315310126
1999,Kasungu,Kasungu North,0.5297737556561086
1999,Kasungu,Kasungu North-East,0.32962668784749805
1999,Kasungu,Kasungu North-North-East,0.4586236259482892
1999,Kasungu,Kasungu North-West,0.2833699565197064
1999,Kasungu,Kasungu South,0.2551234671594155
1999,Kasungu,Kasungu South-East,0.32488822652757077
1999,Kasungu,Kasungu West,0.2715953064536263
1999,Lilongwe,Lilongwe Central,0.2027887238557139
1999,Lilongwe,Lilongwe City North,0.3399674672280164
1999,Lilongwe,Lilongwe City South-East,0.5050863685323334
1999,Lilongwe,Lilongwe City South-West,0.516552082731527
1999,Lilongwe,Lilongwe City-Central,0.5639853114390633
1999,Lilongwe,Lilongwe City-West,0.5126599714493225
1999,Lilongwe,Lilongwe East,0.1390170742962621
1999,Lilongwe,Lilongwe Kumachenga,0.2960130718954248
1999,Lilongwe,Lilongwe Mapuyu North,0.23438816948892804
1999,Lilongwe,Lilongwe Mapuyu South,0.21277861687033728
1999,Lilongwe,Lilongwe Mpenu,0.1624992680213152
1999,Lilongwe,Lilongwe Mpenu Nkhoma,0.08700998475234867
1999,Lilongwe,Lilongwe Msinja North,0.15184312472542838
1999,Lilongwe,Lilongwe Msinja South,0.1475715781328235
1999,Lilongwe,Lilongwe Msozi North,0.13366090653122065
1999,Lilongwe,Lilongwe Msozi South,0.11744055110286811
1999,Lilongwe,Lilongwe North,0.3264615078179465
1999,Lilongwe,Lilongwe North-East,0.14542031658214227
1999,Lilongwe,Lilongwe North-West,0.3316691729323308
1999,Lilongwe,Lilongwe South,0.16674220677846607
1999,Lilongwe,Lilongwe South-East,0.2379613356766257
1999,Lilongwe,Lilongwe South-West,0.26528195317482006
1999,Mangochi,Mangochi Central,0.1363153183394875
1999,Mangochi,Mangochi East,0.0867253696627347
1999,Mangochi,Mangochi Lutende,0.4136294287167317
1999,Mangochi,Mangochi Malombe,0.07419891801914269
1999,Mangochi,Mangochi Masongola,0.29346686852218473
1999,Mangochi,Mangochi Monkey Bay,0.46417830511267666
1999,Mangochi,Mangochi Nkungulu,0.08843840498997546
1999,Mangochi,Mangochi North,0.10286911160290868
1999,Mangochi,Mangochi North-East,0.16585034013605437
1999,Mangochi,Mangochi South,0.18923946232407962
1999,Mangochi,Mangochi South-West,0.2756750519270713
1999,Mangochi,Mangochi West,0.465906018493484
1999,Mchinji,Mchinji East,0.4628322259136213
1999,Mchinji,Mchinji North,0.37964222554754457
1999,Mchinji,Mchinji North-East,0.3645905193653296
1999,Mchinji,Mchinji South,0.3240835742934428
1999,Mchinji,Mchinji South-West,0.5179442697603817
1999,Mulanje,Mulanje Bale,0.25048013315692885
1999,Mulanje,Mulanje Central,0.1965189720842775
1999,Mulanje,Mulanje Limbuli,0.5358259196922337
1999,Mulanje,Mulanje North,0.1942140790742527
